部件,关节归属,类型,材料,本轮新增或替换,制造信息,源清单,STEP,打印主文件,显示网格,网格SHA256,最近专用图册,备注
R23_H05_B5_2_RTV615_INSULATION_MAX,jaw_soft,沿用部件,RTV615 molded joint boot; actual bounded cavity and formed conductor subtracted,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/h05_b5_finish/manifest.json,work/r23-power-integration/harness/h05_b5_finish/STEP_毫米/R23_H05_B5_2_RTV615_INSULATION_MAX.step,,work/r23-power-integration/harness/h05_b5_finish/STL_装配坐标_毫米/R23_H05_B5_2_RTV615_INSULATION_MAX.stl,8b777a02805d8dbf269a7d9f66160a0989d0d0cc58b4b725c3b516a66f418611,,Engineering selected-shape candidate; all dimensions in worldHOME.
R23_H05_Entry_W8_SOLDER_MAX,jaw_soft,沿用部件,SAC305 bounded source solder profile less actual copper,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/h05_b5_finish/manifest.json,work/r23-power-integration/harness/h05_b5_finish/STEP_毫米/R23_H05_Entry_W8_SOLDER_MAX.step,,work/r23-power-integration/harness/h05_b5_finish/STL_装配坐标_毫米/R23_H05_Entry_W8_SOLDER_MAX.stl,fc7b076a8ee1961b9702a30d2b313aa6e23fc7ac3ddf79b9e3982b2d4de27e72,,Engineering selected-shape candidate; all dimensions in worldHOME.
R23_NECK_UPPER_P1_PTH_TERMINATED,jaw_soft,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_NECK_UPPER_P1_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_NECK_UPPER_P1_PTH_TERMINATED.stl,0017322083021f067447f6f45c2a50f17acff42fab4a154ff8be3e5ea4281ab2,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Entry_W1_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,jaw_soft,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Entry_W1_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Entry_W1_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,5c0fb037219132b023791d203623a6e2b0d2325d03806d40ec8335603482dbd9,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_NECK_UPPER_P2_PTH_TERMINATED,jaw_soft,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_NECK_UPPER_P2_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_NECK_UPPER_P2_PTH_TERMINATED.stl,f2e187dd98ce18776e3082981c8c8efbccadd17ab7059ca8b057d8bf7fd6ae91,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Entry_W2_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,jaw_soft,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Entry_W2_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Entry_W2_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,34f541113cc0d866431b7cbf0e86ae3f34a6a19ff5a32aebebf9ea7705ed14dd,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_NECK_UPPER_P3_PTH_TERMINATED,jaw_soft,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_NECK_UPPER_P3_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_NECK_UPPER_P3_PTH_TERMINATED.stl,81272e6fcfa1b9100565b219bb6373bf0e00f719f28dce031feeb9d61d726fb5,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Entry_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,jaw_soft,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Entry_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Entry_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,2c3fe7561d8895d2a225b9a4f4c27ddce9517e9ae80f1855a0dfd65ed6f42c12,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_NECK_UPPER_P4_PTH_TERMINATED,jaw_soft,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_NECK_UPPER_P4_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_NECK_UPPER_P4_PTH_TERMINATED.stl,474cbd607b95dee5c60614bcea295de85a69d05b1fbf30057cfc37a0f10bf882,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Entry_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,jaw_soft,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Entry_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Entry_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,2c31736161ce7b4da9dfbc16ea62c3d2f12846a58c71cb528dd64448e086d8fe,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_POWER_W3_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED,trunk_base,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_POWER_W3_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_POWER_W3_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED.stl,e7131c1cce93c512a8d86da1131ce21c74951abe9d8ed0ee7f40be51a73b6dee,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Power_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,trunk_base,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Power_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Power_W3_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,d8e147460cf1cb52e2b43f1f22a699829bd4a72108953593826f81ddad773741,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_POWER_W4_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED,trunk_base,沿用部件,TE55A0111-16 ETFE/Cu;3.1mm static bare endpoint,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R23_POWER_W4_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R23_POWER_W4_TO_J9_COMPLETE_XM73P2_Z44P5_PTH_TERMINATED.stl,bd622eb83d123c677db946b75a2f08ce4426b16881a6243249f8ddb1c974058b,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R22_Power_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED,trunk_base,沿用部件,SAC305 bounded original solder process profile minus actualCu,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/pth_material_finish/manifest.json,work/r23-power-integration/harness/pth_material_finish/STEP_毫米/R22_Power_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.step,,work/r23-power-integration/harness/pth_material_finish/STL_装配坐标_毫米/R22_Power_W4_SOLDER_FRONT_ACTUAL_CU_SUBTRACTED.stl,cf28f6ee1406833eb795532237592b3b61746bb11c2d54a98584cc2cb970ea47,,Actual static PTH bare conductor/material refinement. Original centerline and allmounts unchanged.
R23_J10_MOLEX_430200201_VENDOR_EXTERNAL,jaw_soft,installed_part,Molex nylon purchased simplified source geometry,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_MOLEX_430200201_VENDOR_EXTERNAL.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_MOLEX_430200201_VENDOR_EXTERNAL.stl,230c1f99bc0cfd96364b54b9ac4ef19fd034b0cabe6d3697f930b3c6827f0d8f,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_M1p6x12_-7.2,jaw_soft,installed_part,steel screw maximum envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_M1p6x12_-7.2.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_M1p6x12_-7.2.stl,68d7705465c7ef09f74392274f6ef59a52175fdd56c13559ebd615e7ea26098e,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_HARD_STOP_SPACER_-7.2,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_HARD_STOP_SPACER_-7.2.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_HARD_STOP_SPACER_-7.2.stl,5794433392031a930a94a578c37f1322e224eb4f540ab934a25467fdfcd264e8,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_M1p6x12_6.6,jaw_soft,installed_part,steel screw maximum envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_M1p6x12_6.6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_M1p6x12_6.6.stl,0a0b6c3fcca8e87a2e648ac22a388f10a36e291bbe9fff887a7e1ed701b5c908,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_HARD_STOP_SPACER_6.6,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_HARD_STOP_SPACER_6.6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_HARD_STOP_SPACER_6.6.stl,31283a6c2532e650f3fded520484daef8374607c1560c40b7212911db7df3790,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_SILICONE_PAD_-1,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_SILICONE_PAD_-1.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_SILICONE_PAD_-1.stl,b1a5c7f15dcf35527dbbf1dd1336c9878c2a5e713a735c27d7859627d7aec00e,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_SILICONE_PAD_1,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_SILICONE_PAD_1.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_SILICONE_PAD_1.stl,a9f3d08e5f23533b0717863a1179ef401a0302ab1402de5c34e51cf60decf1bf,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_BODY_REMOVABLE_CAP,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_BODY_REMOVABLE_CAP.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_BODY_REMOVABLE_CAP.stl,bdef501fef3842358cf1af82f40344e32eb7093d0d778430bf8367d7daed4c3f,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_CLAMP_LINER_272,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_CLAMP_LINER_272.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_CLAMP_LINER_272.stl,c29827c8d8971c9f9fd3d6ab76f4c37e0215d57036e90f7b6ec003f44e11b68e,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_CLAMP_LINER_279,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_CLAMP_LINER_279.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_CLAMP_LINER_279.stl,cfb8a964816de05faff161b50a8c4adb6cc433a2341f6dde8d0586113d0926f8,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_REMOVABLE_CLAMP,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_REMOVABLE_CLAMP.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_REMOVABLE_CLAMP.stl,5c72c9b23e4b4905f969ee2c1e6d67e765b7ae28f08dad70017f3f771dc9b44e,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_M1p6x6,jaw_soft,installed_part,steel screw maximum envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_M1p6x6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_M1p6x6.stl,61c79320a2981c786220d591d9af96d358ae40ef17cd4e60d15fc5d7b2893fbf,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_REAR_CLAMP_LINER_-1.5,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_REAR_CLAMP_LINER_-1.5.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_REAR_CLAMP_LINER_-1.5.stl,9c36a65df48da5358b6ed767a7598f616fde25d52c918dda96d8c1069d7dd262,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_REAR_CLAMP_LINER_1.5,jaw_soft,installed_part,RTV615 fixture-cured silicone assembled,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_REAR_CLAMP_LINER_1.5.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_REAR_CLAMP_LINER_1.5.stl,5acab73894a4b591939e969aedbbdaa5f3fc5e1ed59626c181b17bb2a382c258,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_REAR_M1p6x10_-4.6,jaw_soft,installed_part,steel screw maximum envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_REAR_M1p6x10_-4.6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_REAR_M1p6x10_-4.6.stl,61ffd73c6283d6d803dcc62b9ab93821c00c4f1669834a7d7dfcc6d2402efe5c,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_REAR_M1p6x10_4.6,jaw_soft,installed_part,steel screw maximum envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_REAR_M1p6x10_4.6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_REAR_M1p6x10_4.6.stl,157abf7dcf6633cdca15df1a659d2ae3d91bc65be698c31b4001c83ebcb272df,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_REAR_REMOVABLE_CLAMP,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_REAR_REMOVABLE_CLAMP.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_REAR_REMOVABLE_CLAMP.stl,2f16977adddec9e92d841440f99f103c7235175566a9547ec3725e40f6a094f3,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_ENTRY_FRAME_WITH_J10_CARRIER,jaw_soft,installed_part,6061-T651,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_ENTRY_FRAME_WITH_J10_CARRIER.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_ENTRY_FRAME_WITH_J10_CARRIER.stl,fedb514aaa70ef96bad44acab320d8d9768dca20a73eaf9dc5df0e575ea4a324,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_BARE_COPPER_BUNDLE_272,jaw_soft,installed_part,Alpha20 strand-bundle envelope counted in wire cut mass,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_BARE_COPPER_BUNDLE_272.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_BARE_COPPER_BUNDLE_272.stl,cdc57284cef456d4ac33442e1b4ff3f92fa99424702f31908712c979614da273,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_PTH_SOLDER_272,jaw_soft,installed_part,SAC305 solder maximum process envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_PTH_SOLDER_272.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_PTH_SOLDER_272.stl,9a60b71a97b3cb9dfc263778441ac2a55747c2d694a5462f8df95fbea1be16c5,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_FRONT_RTV_INSULATION_272,jaw_soft,installed_part,RTV615 in-place cured insulation,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_FRONT_RTV_INSULATION_272.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_FRONT_RTV_INSULATION_272.stl,1be12d3fda7290455268b549b346276ab34047a1ef498246462481e5c5accef0,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_BACK_RTV_INSULATION_272,jaw_soft,installed_part,RTV615 in-place cured insulation,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_BACK_RTV_INSULATION_272.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_BACK_RTV_INSULATION_272.stl,aa730825343aaade6ea22f8a41e1752059a32f35f90c707d9bdd2bba5d06ae6b,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_BARE_COPPER_BUNDLE_279,jaw_soft,installed_part,Alpha20 strand-bundle envelope counted in wire cut mass,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_BARE_COPPER_BUNDLE_279.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_BARE_COPPER_BUNDLE_279.stl,d7b53ac2522e6f6049901b1a0bf16fdb76a4b2405df304b4f3f332d4514de812,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_PTH_SOLDER_279,jaw_soft,installed_part,SAC305 solder maximum process envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_PTH_SOLDER_279.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_PTH_SOLDER_279.stl,301ae183385cd09c456d03d3ff16f85f58fd694dfc01cb374cce2a28faf25ef1,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_FRONT_RTV_INSULATION_279,jaw_soft,installed_part,RTV615 in-place cured insulation,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_FRONT_RTV_INSULATION_279.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_FRONT_RTV_INSULATION_279.stl,5a8bd6941e9ded19166edaf68e230212323ca9f25731665050efaab987f4f373,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_B1_BACK_RTV_INSULATION_279,jaw_soft,installed_part,RTV615 in-place cured insulation,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_B1_BACK_RTV_INSULATION_279.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_B1_BACK_RTV_INSULATION_279.stl,c85f25decc3741b8aecd7ae5e7c0cb0fd72fde18703fd83aceaa61d666907c95,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_NECK_UPPER_S06_J10_CLEARANCE,jaw_soft,wire_route,TE55A0111-28 maximum insulation envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_NECK_UPPER_S06_J10_CLEARANCE.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_NECK_UPPER_S06_J10_CLEARANCE.stl,0eb085f892d7c6d02d63c96a2f60b4d80a025cfe4f9ae6afa097ee7c83bf52a3,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_TO_B1_W5,jaw_soft,wire_route,Alpha 3053 maximum insulation envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_TO_B1_W5.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_TO_B1_W5.stl,89c947afe7005e9993f2a508bb92969b6cfcf42dc0cac8663979a92995f784c3,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
R23_J10_TO_B1_W6,jaw_soft,wire_route,Alpha 3053 maximum insulation envelope,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/harness/bench_j10/manifest.json,work/r23-power-integration/harness/bench_j10/selected/STEP_毫米/R23_J10_TO_B1_W6.step,,work/r23-power-integration/harness/bench_j10/selected/STL_装配坐标_毫米/R23_J10_TO_B1_W6.stl,93bf9bce004816529fe977f163c9fc956ea6c621d81191b09c6f1cd4c685e902,,R23 J10 engineering geometry. Purchased connector STEP is source simplified external geometry; manufactured fit and internal contacts are not fabrication released.
